doc_id,item,category,amount,price,discount,sale_date
NTB5553,Наволочка,Текстиль,3,992.52,804.31,2026-01-22
NTB5553,Наволочка,Текстиль,1,138.56,0.0,2026-01-22
CVE8550,Простыня,Текстиль,4,671.16,612.18,2026-01-22
GFT8639,Простыня,Текстиль,3,1007.71,0.0,2026-01-22
GFT8639,Тарелка,Посуда,3,102.39,19.96,2026-01-22
GFT8639,Отбеливатель,Бытовая химия,5,482.62,661.27,2026-01-22
GFT8639,Порошок,Бытовая химия,4,1410.92,1305.04,2026-01-22
SBD5987,Наволочка,Текстиль,3,1322.14,546.9,2026-01-22
XQQ7118,Кружка,Посуда,5,1475.95,0.0,2026-01-22
XQQ7118,Отбеливатель,Бытовая химия,1,1117.3,0.0,2026-01-22
XQQ7118,Разделочная доска,Кухня,1,1279.37,0.0,2026-01-22
XQQ7118,Простыня,Текстиль,3,396.4,0.0,2026-01-22
UPH2929,Средство для мытья посуды,Бытовая химия,4,880.66,0.0,2026-01-22
UPH2929,Сковорода,Посуда,1,88.62,5.09,2026-01-22
UPH2929,Простыня,Текстиль,4,677.62,0.0,2026-01-22
BFQ6612,Отбеливатель,Бытовая химия,3,995.24,134.11,2026-01-22
BFQ6612,Кружка,Посуда,2,870.07,0.0,2026-01-22
BFQ6612,Полотенце,Текстиль,2,1329.78,0.0,2026-01-22
BFQ6612,Сковорода,Посуда,5,1399.55,68.52,2026-01-22
BFQ6612,Нож,Кухня,1,524.85,64.54,2026-01-22
